0.000000	0.000000	10.000000	0.100000	0.100000	0.000000	1.000000	0.000000	0.000000	0.000000	0.100000	0.000000	0.000000	0.061895	-0.006489 	3.000000
0.010252	0.009890	9.963450	0.104916	0.096985	-0.731000	1.000000	0.004924	-0.000725	0.000000	0.096958	-0.029013	0.000000	0.028130	-0.143485 	8.544855
0.020823	0.018758	9.876901	0.106257	0.079347	-1.000000	0.999971	0.008090	-0.002506	-0.000001	0.029700	-0.042199	0.000000	0.052594	0.030928 	11.773692
0.031398	0.026038	9.776902	0.104437	0.065521	-1.000000	0.999942	0.009938	-0.005232	-0.000013	0.044197	-0.066853	0.000000	-0.080775	-0.134292 	11.778007
0.040898	0.031008	9.676903	0.084777	0.033688	-1.000000	0.999918	0.010574	-0.007628	-0.000032	-0.018752	-0.028989	0.000000	0.060357	0.056732 	11.774435
0.048820	0.033596	9.576903	0.072952	0.018152	-1.000000	0.999901	0.010301	-0.009784	-0.000055	0.007841	-0.057282	0.000000	-0.123904	-0.116388 	11.781282
0.054569	0.033925	9.476904	0.041559	-0.011257	-1.000000	0.999895	0.009329	-0.011196	-0.000078	-0.046716	0.000798	0.000000	0.055420	0.074972 	11.773761
0.057848	0.032258	9.376903	0.023819	-0.021596	-1.000000	0.999901	0.007872	-0.011806	-0.000098	-0.011573	-0.025180	0.000000	-0.125833	-0.100494 	11.781227
0.058529	0.028946	9.276903	-0.010114	-0.044081	-1.000000	0.999916	0.006116	-0.011590	-0.000117	-0.058679	0.033804	0.000000	0.062975	0.089278 	11.771825
0.056686	0.024389	9.176902	-0.026430	-0.046443	-1.000000	0.999937	0.004228	-0.010637	-0.000131	-0.016830	0.004285	0.000000	-0.114448	-0.088940 	11.778399
0.052551	0.019004	9.076901	-0.055761	-0.060642	-1.000000	0.999959	0.002345	-0.009082	-0.000144	-0.058521	0.057932	0.000000	0.077537	0.099010 	11.770171
0.046488	0.013199	8.976901	-0.064866	-0.054877	-1.000000	0.999978	0.000579	-0.007094	-0.000154	-0.012110	0.021587	0.000000	-0.099551	-0.081955 	11.775110
0.038944	0.007348	8.876900	-0.085263	-0.061617	-1.000000	0.999991	-0.000986	-0.004848	-0.000163	-0.050527	0.068251	0.000000	0.092411	0.104287 	11.770174
0.030422	0.001781	8.776900	-0.084428	-0.049313	-1.000000	0.999998	-0.002290	-0.002518	-0.000171	-0.001642	0.024934	0.000000	-0.086633	-0.079191 	11.772961
0.021428	-0.003238	8.676900	-0.094702	-0.050729	-1.000000	0.999998	-0.003300	-0.000256	-0.000178	-0.038763	0.065543	0.000000	0.103661	0.105728 	11.771791
0.012453	-0.007504	8.576901	-0.084140	-0.034356	-1.000000	0.999993	-0.003999	0.001807	-0.000185	0.010797	0.016952	0.000000	-0.078379	-0.079847 	11.772067
0.003932	-0.010882	8.476901	-0.085695	-0.033081	-1.000000	0.999986	-0.004394	0.003573	-0.000191	-0.026631	0.053692	0.000000	0.109872	0.104398 	11.773878
-0.003762	-0.013301	8.376901	-0.067732	-0.015258	-1.000000	0.999978	-0.004502	0.004970	-0.000197	0.022305	0.002189	0.000000	-0.075522	-0.082988 	11.771720
-0.010345	-0.014751	8.276901	-0.063589	-0.013799	-1.000000	0.999973	-0.004359	0.005964	-0.000201	-0.016595	0.037590	0.000000	0.110949	0.101185 	11.775250
-0.015616	-0.015274	8.176901	-0.041641	0.003219	-1.000000	0.999971	-0.004003	0.006544	-0.000206	0.030835	-0.014417	0.000000	-0.077011	-0.087114 	11.771345
-0.019468	-0.014956	8.076901	-0.035338	0.002969	-1.000000	0.999971	-0.003482	0.006725	-0.000209	-0.009999	0.021682	0.000000	0.108004	0.097162 	11.775434
-0.021876	-0.013916	7.976901	-0.012900	0.017638	-1.000000	0.999975	-0.002844	0.006543	-0.000213	0.035545	-0.028945	0.000000	-0.081619	-0.091419 	11.770881
-0.022896	-0.012294	7.876901	-0.007661	0.014556	-1.000000	0.999980	-0.002138	0.006053	-0.000216	-0.007307	0.009314	0.000000	0.102837	0.093438 	11.774696
-0.022644	-0.010246	7.776901	0.012459	0.026173	-1.000000	0.999985	-0.001408	0.005313	-0.000219	0.036492	-0.038891	0.000000	-0.087591	-0.095064 	11.770612
-0.021289	-0.007928	7.676901	0.014343	0.019954	-1.000000	0.999991	-0.000698	0.004395	-0.000221	-0.008069	0.002167	0.000000	0.096934	0.090479 	11.773613
-0.019035	-0.005492	7.576900	0.030411	0.028560	-1.000000	0.999995	-0.000041	0.003367	-0.000223	0.034343	-0.043270	0.000000	-0.092976	-0.097099 	11.770776
-0.016104	-0.003074	7.476900	0.027855	0.019611	-1.000000	0.999998	0.000538	0.002293	-0.000225	-0.011173	0.000312	0.000000	0.091295	0.088356 	11.772648
-0.012730	-0.000796	7.376900	0.039281	0.025786	-1.000000	0.999999	0.001014	0.001239	-0.000227	0.030245	-0.042482	0.000000	-0.097021	-0.097695 	11.771334
